IDFactura;NumeroFactura;IDCliente;IDVendedor;FechaFactura;SubTotal;Impuesto;Descuento;TotalFactura
9749;1010468;369;10;18/12/2018;1478.26;221.74;0;1700
9750;1010469;365;10;18/12/2018;643.48;96.52;0;740
9751;1010470;365;10;18/12/2018;2973.91;446.09;0;3420
9752;1046;372;10;18/12/2018;3478.26;521.74;0;4000
9753;1010471;365;10;18/12/2018;2130.43;319.57;0;2450
9754;1010472;416;3;18/12/2018;13660.87;2049.13;0;15710
9755;1047;364;10;19/12/2018;391.3;58.7;0;450
9756;1048;364;10;19/12/2018;1373.91;206.09;0;1580
9757;1049;364;10;19/12/2018;3278.26;0;0;0
9758;1050;414;9;19/12/2018;10234.78;1535.22;0;11770
9759;1051;414;9;19/12/2018;5034.78;755.22;0;5790
9760;1052;364;10;19/12/2018;3278.26;491.74;0;3770
9761;1053;366;10;19/12/2018;11200;1680;0;12880
9762;1054;366;10;19/12/2018;2260.87;339.13;0;2600
9763;1055;366;10;19/12/2018;956.52;143.48;0;1100
9764;1056;319;9;19/12/2018;3930.43;589.57;0;4520
9765;1010473;361;10;19/12/2018;11478.26;1721.74;0;13200
9766;1010474;361;10;19/12/2018;15565.22;2334.78;0;17900
9767;1010475;361;10;19/12/2018;2069.57;310.43;0;2380
9768;1010476;429;10;19/12/2018;3434.78;515.22;0;3950
9769;1010477;140;9;19/12/2018;1939.13;290.87;0;2230
9770;1010478;140;9;19/12/2018;1565.22;234.78;0;1800
9771;1010479;97;3;19/12/2018;6617.39;992.61;0;7610
9772;1010480;97;3;19/12/2018;2573.91;386.09;0;2960
9773;1010481;398;10;19/12/2018;5426.09;813.91;0;6240
9774;1010482;272;3;20/12/2018;19080;2862;0;21942
9775;1010483;272;3;20/12/2018;8270.43;1240.57;0;9511
9776;1010484;272;3;20/12/2018;7230.43;1084.57;0;8315
9777;1010485;294;9;20/12/2018;2347.83;352.17;0;2700
9778;1010486;294;9;20/12/2018;2152.17;322.83;0;2475
9779;1010487;288;10;20/12/2018;12173.91;1826.09;0;14000
9780;1010488;288;10;20/12/2018;2295.65;344.35;0;2640
9781;1010489;288;10;20/12/2018;521.74;78.26;0;600
9782;1010490;288;10;20/12/2018;873.91;131.09;0;1005
9783;1010491;114;3;20/12/2018;11600;1740;0;13340
9784;1010492;114;3;20/12/2018;11095.65;1664.35;0;12760
9785;1057;113;3;20/12/2018;7895.65;1184.35;0;9080
9786;1010493;363;10;20/12/2018;1043.48;156.52;0;1200
9787;1010494;363;10;20/12/2018;16443.48;2466.52;0;18910
9788;1010495;363;10;20/12/2018;8104.35;1215.65;0;9320
9789;1010496;202;2;21/12/2018;8308.35;1246.25;0;9554.6
9790;1010497;202;2;21/12/2018;2161.74;324.26;0;2486
9791;1010498;202;2;21/12/2018;629.39;94.41;0;723.8
9792;1010499;202;2;21/12/2018;9300.52;1395.08;0;10695.6
9793;1010500;202;2;21/12/2018;2448.7;367.3;0;2816
9794;1010501;202;2;21/12/2018;7057.22;1058.58;0;8115.8
9795;1010502;202;2;21/12/2018;1807.83;271.17;0;2079
9796;1010503;272;3;21/12/2018;6921.74;1038.26;0;7960
9797;1010504;272;3;21/12/2018;6365.22;954.78;0;7320
9798;1058;360;10;21/12/2018;12360.87;1854.13;0;14215
9799;1059;360;10;21/12/2018;1460.87;219.13;0;1680
9800;1010505;170;3;21/12/2018;25951.3;3892.7;0;29844
9801;1010506;170;3;21/12/2018;1017.39;152.61;0;1170
9802;1010507;317;9;21/12/2018;3226.09;483.91;0;3710
9803;1010508;202;2;26/12/2018;2731.83;409.77;0;3141.6
9804;1010509;202;2;26/12/2018;2731.83;409.77;0;3141.6
9805;1010510;202;2;26/12/2018;2731.83;409.77;0;3141.6
9806;1010511;202;2;26/12/2018;2731.83;409.77;0;3141.6
9807;1010512;202;2;26/12/2018;1730.35;259.55;0;1989.9
9808;1010513;202;2;26/12/2018;14550.61;2182.59;0;16733.2
9809;1010514;202;2;26/12/2018;2731.83;409.77;0;3141.6
9810;1010515;202;2;26/12/2018;6347.48;952.12;0;7299.6
9811;1010516;274;3;26/12/2018;29508.7;4426.3;0;33935
9812;1010517;274;3;26/12/2018;19339.13;2900.87;0;22240
9813;1010518;153;3;26/12/2018;3139.13;470.87;0;3610
9814;1060;405;10;26/12/2018;15773.91;2366.09;0;18140
9815;1010519;365;10;26/12/2018;4260.87;639.13;0;4900
9816;1061;389;10;26/12/2018;4086.96;613.04;0;4700
9817;1010520;412;3;26/12/2018;3109.57;466.43;0;3576
9818;1010521;412;3;26/12/2018;5704.35;855.65;0;6560
9819;1010522;202;2;27/12/2018;1784.87;267.73;0;2052.6
9820;1010523;202;2;27/12/2018;4097.74;614.66;0;4712.4
9821;1010524;202;2;27/12/2018;3491.3;523.7;0;4015
9822;1062;355;9;27/12/2018;478.26;0;0;0
9823;1063;355;9;27/12/2018;365.22;0;0;0
9824;1064;355;9;5/11/2018;21264.35;0;0;0
9825;1065;355;9;5/11/2018;2547.83;0;0;0
9826;1066;355;9;5/11/2018;21264.35;3189.65;0;24454
9827;1067;355;9;5/11/2018;2547.83;382.17;0;2930
9828;1010525;202;2;28/12/2018;2731.83;409.77;0;3141.6
9829;1010526;202;2;28/12/2018;811.13;121.67;0;932.8
9830;1010527;202;2;28/12/2018;6347.48;952.12;0;7299.6
9831;1010528;202;2;28/12/2018;1205.22;180.78;0;1386
9832;1010529;202;2;28/12/2018;7362.35;1104.35;0;8466.7
9833;1010530;202;2;28/12/2018;1807.83;271.17;0;2079
9834;1010531;412;3;28/12/2018;3304.35;495.65;0;3800
9835;1010532;432;9;28/12/2018;2608.7;0;0;0
9836;1010533;432;9;28/12/2018;2017.39;302.61;0;2320
9837;1010534;202;2;30/12/2018;6489.04;973.36;0;7462.4
9838;1010535;202;2;30/12/2018;851.3;127.7;0;979
9839;1010536;202;2;30/12/2018;1748.5;262.28;0;2010.78
9840;1010537;202;2;30/12/2018;856.09;128.41;0;984.5
9841;1010538;202;2;30/12/2018;1355.39;203.31;0;1558.7
9842;1010539;202;2;30/12/2018;2571.13;385.67;0;2956.8
9843;1010540;202;2;31/12/2018;12597.17;1889.57;0;14486.74
9844;1010541;333;10;31/12/2018;0;0;0;0
9845;1010542;202;2;31/12/2018;5471.3;820.7;0;6292
9846;1010543;202;2;31/12/2018;355.83;53.37;0;409.2
9847;1010544;202;2;31/12/2018;15574.8;2336.22;0;17911.02
9848;1010545;39;9;2/1/2019;4347.83;652.17;0;5000
9849;1010546;37;9;2/1/2019;7826.09;1173.91;0;9000
9850;1068;436;10;2/1/2019;6823.48;1023.52;0;7847
9851;1069;436;10;2/1/2019;434.78;65.22;0;500
9852;1070;405;10;2/1/2019;3217.39;482.61;0;3700
9853;1071;248;10;3/1/2019;8321.74;1248.26;0;9570
9854;1010547;159;3;3/1/2019;11869.57;1780.43;0;13650
9855;1010548;288;10;3/1/2019;7826.09;1173.91;0;9000
9856;1072;89;10;3/1/2019;11939.13;1790.87;0;13730
9857;1073;383;10;3/1/2019;4156.52;623.48;0;4780
9858;1010549;202;2;4/1/2019;1052.17;157.83;0;1210
9859;1010550;202;2;4/1/2019;2731.83;409.77;0;3141.6
9860;1010551;202;2;4/1/2019;2731.83;409.77;0;3141.6
9861;1010552;202;2;4/1/2019;1339.13;200.87;0;1540
9862;1010553;202;2;4/1/2019;2207.65;331.15;0;2538.8
9863;1010554;202;2;4/1/2019;2271.74;340.76;0;2612.5
9864;1010555;202;2;4/1/2019;2483.13;372.47;0;2855.6
9865;1010556;202;2;4/1/2019;4342.61;651.39;0;4994
9866;1010557;202;2;4/1/2019;2630.43;394.57;0;3025
9867;1010558;202;2;4/1/2019;2855.22;428.28;0;3283.5
9868;1010559;202;2;4/1/2019;3290.43;493.57;0;3784
9869;1074;248;10;4/1/2019;29339.13;4400.87;0;33740
9870;1010560;365;10;4/1/2019;3026.09;0;0;0
9871;1075;365;10;4/1/2019;3026.09;453.91;0;3480
9872;1076;430;10;4/1/2019;11373.91;1706.09;0;13080
9873;1010561;398;2;4/1/2019;4078.26;611.74;0;4690
9874;1010562;398;2;4/1/2019;1043.48;156.52;0;1200
9875;1010563;120;3;4/1/2019;16982.61;2547.39;0;19530
9876;1010564;120;3;4/1/2019;5113.04;766.96;0;5880
9877;1077;5;10;4/1/2019;14408.7;2161.3;0;16570
9878;1078;5;10;4/1/2019;608.7;91.3;0;700
9879;1079;5;10;4/1/2019;2069.57;310.43;0;2380
9880;1010565;202;2;6/1/2019;961.3;144.2;0;1105.5
9881;1010566;202;2;6/1/2019;0;0;0;0
9882;1010567;202;2;6/1/2019;2630.43;394.57;0;3025
9883;1010568;202;2;6/1/2019;918.26;137.74;0;1056
9884;1010569;202;2;6/1/2019;355.83;53.37;0;409.2
9885;1010570;202;2;6/1/2019;3106.78;466.02;0;3572.8
9886;1010571;202;2;6/1/2019;15158.96;2273.84;0;17432.8
9888;1010573;39;9;7/1/2019;2434.78;365.22;0;2800
9889;1010574;39;9;7/1/2019;7033.04;1054.96;0;8088
9890;1010575;39;9;7/1/2019;3478.26;521.74;0;4000
9891;1010576;300;9;7/1/2019;247.83;37.17;0;285
9892;1010577;300;9;7/1/2019;417.39;62.61;0;480
9893;1010578;333;2;7/1/2019;487.83;73.17;0;561
9894;1010579;346;9;7/1/2019;782.61;0;0;0
9895;1010580;312;9;7/1/2019;782.61;117.39;0;900
9896;1010581;39;9;7/1/2019;3982.61;597.39;0;4580
9897;1080;360;10;7/1/2019;6530.43;979.57;0;7510
9898;1010582;371;10;7/1/2019;2756.52;413.48;0;3170
9899;1010583;371;10;7/1/2019;4000;600;0;4600
9900;1010584;39;9;7/1/2019;8178.26;1226.74;0;9405
9901;1010585;39;9;7/1/2019;1565.22;234.78;0;1800
9902;1081;39;9;7/1/2019;6742.61;0;0;0
9904;1083;436;10;7/1/2019;6742.61;1011.39;0;7754
9905;1082;436;10;7/1/2019;191.3;0;0;0
9906;1010586;24;10;8/1/2019;3269.57;490.43;0;3760
9907;1010587;24;10;8/1/2019;1130.43;169.57;0;1300
9908;1084;24;10;8/1/2019;8809.57;0;0;0
9909;1085;345;9;8/1/2019;7713.91;1157.09;0;8871
9910;1086;345;9;8/1/2019;3156.52;473.48;0;3630
9911;1087;345;9;8/1/2019;1645.22;246.78;0;1892
9912;1010588;369;10;8/1/2019;2686.96;403.04;0;3090
9913;1010589;369;10;8/1/2019;17234.78;2585.22;0;19820
9914;1010590;39;9;8/1/2019;35583.48;5337.52;0;40921
9915;1010591;39;9;8/1/2019;5860.87;879.13;0;6740
9916;1088;5;10;8/1/2019;22573.91;3386.09;0;25960
9917;1010592;202;2;8/1/2019;207.57;31.13;0;238.7
9918;1089;5;10;8/1/2019;4591.3;688.7;0;5280
9919;1090;367;10;8/1/2019;8434.78;1265.22;0;9700
9920;1091;367;10;8/1/2019;8660.87;1299.13;0;9960
9921;1010593;323;9;8/1/2019;6678.26;1001.74;0;7680
9922;1010594;288;10;8/1/2019;10313.04;1546.96;0;11860
9923;1010595;388;9;8/1/2019;752.17;0;0;0
9924;1010596;39;9;8/1/2019;3260.87;489.13;0;3750
9926;1092;372;10;8/1/2019;8260.87;0;0;0
9927;1093;372;10;8/1/2019;3269.57;490.43;0;3760
9928;1094;372;10;8/1/2019;6747.83;1012.17;0;7760
9929;1010597;202;2;9/1/2019;6616.26;992.44;0;7608.7
9930;1010598;202;2;9/1/2019;10840.26;1626.04;0;12466.3
9931;1010599;202;2;9/1/2019;2582.61;387.39;0;2970
9932;1010600;202;2;9/1/2019;2594.09;389.11;0;2983.2
9933;1010601;202;2;9/1/2019;1807.83;271.17;0;2079
9934;1010602;202;2;9/1/2019;9651.3;1447.7;0;11099
9935;1010603;202;2;9/1/2019;531.83;79.77;0;611.6
9936;1010604;202;2;9/1/2019;1365.91;204.89;0;1570.8
9937;1010605;202;2;9/1/2019;3106.78;466.02;0;3572.8
9938;1010606;202;2;9/1/2019;6829.57;1024.43;0;7854
9939;1010607;202;2;9/1/2019;1951.3;292.7;0;2244
9940;1010608;202;2;9/1/2019;1702.61;255.39;0;1958
9941;1010609;202;2;9/1/2019;319.48;47.92;0;367.4
9942;1010610;333;1;9/1/2019;600;90;0;690
9943;1010611;300;9;9/1/2019;22704.35;3405.65;0;26110
9944;1010612;300;9;9/1/2019;3400;510;0;3910
9945;1095;377;10;9/1/2019;3782.61;567.39;0;4350
9946;1096;377;10;9/1/2019;834.78;125.22;0;960
9947;1010613;363;10;9/1/2019;10139.13;1520.87;0;11660
9948;1097;5;10;9/1/2019;11226.09;1683.91;0;12910
9949;1010614;312;9;9/1/2019;2347.83;352.17;0;2700
9950;1010615;312;9;9/1/2019;2347.83;352.17;0;2700
9951;1010616;135;9;9/1/2019;6521.74;978.26;0;7500
9952;1098;359;10;9/1/2019;9565.22;1434.78;0;11000
9953;1010617;59;3;9/1/2019;19391.3;2908.7;0;22300
9954;1010618;59;3;9/1/2019;8321.74;1248.26;0;9570
9955;1010619;388;9;9/1/2019;1113.04;0;0;0
9956;1010620;45;9;9/1/2019;12599.13;1889.87;0;14489
9957;1010621;45;9;9/1/2019;1217.39;182.61;0;1400
9958;1010622;432;9;9/1/2019;7391.3;1108.7;0;8500
9959;1010623;42;9;9/1/2019;11304.35;1695.65;0;13000
9960;1099;345;9;9/1/2019;2686.96;403.04;0;3090
9961;1010624;59;3;9/1/2019;6156.52;923.48;0;7080
9962;1010625;59;3;9/1/2019;2556.52;383.48;0;2940
9963;1100;374;10;9/1/2019;11478.26;1721.74;0;13200
9964;1101;374;10;9/1/2019;6330.43;949.57;0;7280
9965;1102;389;10;10/1/2019;4782.61;717.39;0;5500
9966;1010626;73;3;10/1/2019;10460.87;1569.13;0;12030
9967;1010627;73;3;10/1/2019;1913.04;286.96;0;2200
9968;1010628;73;3;10/1/2019;35478.26;5321.74;0;40800
9969;1010629;323;9;10/1/2019;3321.74;498.26;0;3820
9970;1010630;69;3;10/1/2019;12413.91;1862.09;0;14276
9971;1010631;73;3;10/1/2019;29791.3;4468.7;0;34260
9972;1010632;73;3;10/1/2019;9669.57;1450.43;0;11120
9973;1103;6;10;10/1/2019;8765.22;1314.78;0;10080
9974;1104;6;10;10/1/2019;27626.09;4143.91;0;31770
9975;1010633;73;3;10/1/2019;20295.65;3044.35;0;23340
9976;1010634;73;3;10/1/2019;10565.22;1584.78;0;12150
9977;1010635;73;3;10/1/2019;2000;300;0;2300
9978;1010636;69;3;11/1/2019;1147.83;172.17;0;1320
9979;1010637;37;9;11/1/2019;10708.7;1606.3;0;12315
9980;1010638;323;9;11/1/2019;32891.3;4933.7;0;37825
9981;1010639;57;3;11/1/2019;3895.65;584.35;0;4480
9982;1010640;73;3;11/1/2019;9573.91;1436.09;0;11010
9983;1010641;140;9;11/1/2019;2173.91;326.09;0;2500
9984;1010642;74;9;11/1/2019;12091.3;0;0;0
9985;1010643;74;9;11/1/2019;3886.96;0;0;0
9986;1010644;40;9;11/1/2019;21052.17;3157.83;0;24210
9987;1010645;64;3;11/1/2019;3886.96;583.04;0;4470
9988;1010646;64;3;11/1/2019;12091.3;1813.7;0;13905
9989;1010647;202;2;14/1/2019;9561.39;1434.21;0;10995.6
9990;1010648;202;2;14/1/2019;1071.3;160.7;0;1232
9991;1010649;202;2;14/1/2019;1367.83;205.17;0;1573
9992;1010650;202;2;14/1/2019;5142.26;771.34;0;5913.6
9993;1010651;202;2;14/1/2019;5463.65;819.55;0;6283.2
9994;1010652;202;2;14/1/2019;610.26;91.54;0;701.8
9995;1010653;202;2;14/1/2019;1354.43;203.17;0;1557.6
9996;1010654;202;2;14/1/2019;3106.78;466.02;0;3572.8
9997;1010655;202;2;14/1/2019;6186.78;928.02;0;7114.8
9998;1010656;202;2;14/1/2019;4658.26;698.74;0;5357
9999;1010657;202;2;14/1/2019;3156.52;473.48;0;3630
10000;1010658;202;2;14/1/2019;2731.83;409.77;0;3141.6
10001;1010659;202;2;14/1/2019;2731.83;409.77;0;3141.6
10002;1010660;202;2;14/1/2019;5413.91;812.09;0;6226
10003;1010661;412;3;14/1/2019;22107.83;3316.17;0;25424
10004;1010662;412;3;14/1/2019;2782.61;417.39;0;3200
10005;1105;57;3;14/1/2019;4573.91;0;0;0
10006;1106;57;3;14/1/2019;11105.22;1665.78;0;12771
10007;1107;57;3;14/1/2019;4573.91;686.09;0;5260
10008;1010663;398;2;14/1/2019;3982.61;597.39;0;4580
10009;1010664;398;2;14/1/2019;4017.39;0;0;0
10010;1108;389;10;14/1/2019;10782.61;1617.39;0;12400
10011;1109;389;10;14/1/2019;7104.35;1065.65;0;8170
10012;1010665;398;2;14/1/2019;1930.43;289.57;0;2220
10013;1110;389;10;14/1/2019;2573.91;386.09;0;2960
10014;1010666;288;10;14/1/2019;23547.83;3532.17;0;27080
10015;1010667;45;9;14/1/2019;3130.43;469.57;0;3600
10016;1010668;300;9;14/1/2019;6043.48;906.52;0;6950
10017;1010669;202;2;14/1/2019;5081.04;762.16;0;5843.2
10018;1010670;202;2;14/1/2019;3094.35;464.15;0;3558.5
10019;1010671;202;2;15/1/2019;3094.35;464.15;0;3558.5
10020;1010672;202;2;15/1/2019;3873.91;581.09;0;4455
10021;1010673;202;2;15/1/2019;1859.48;278.92;0;2138.4
10022;1111;426;10;15/1/2019;5286.96;793.04;0;6080
10023;1112;426;10;15/1/2019;1704.35;255.65;0;1960
10024;1010674;333;2;15/1/2019;2406.96;361.04;0;2768
10025;1113;423;10;15/1/2019;3260.87;489.13;0;3750
10026;1010675;45;9;15/1/2019;3130.43;469.57;0;3600
10027;1010676;233;3;15/1/2019;10921.74;1638.26;0;12560
10028;1010677;233;3;15/1/2019;1930.43;289.57;0;2220
10029;1010678;202;2;15/1/2019;5139.83;770.97;0;5910.8
10030;1010679;202;2;15/1/2019;1224.35;183.65;0;1408
10031;1010680;202;2;15/1/2019;1342.96;201.44;0;1544.4
10032;1010681;202;2;16/1/2019;2708.87;406.33;0;3115.2
10033;1010682;408;3;16/1/2019;8469.57;1270.43;0;9740
10034;1010683;99;3;16/1/2019;9608.7;1441.3;0;11050
10035;1010684;99;3;16/1/2019;495.65;74.35;0;570
10036;1114;442;10;16/1/2019;1982.61;297.39;0;2280
10037;1115;442;10;16/1/2019;3282.61;492.39;0;3775
10038;1010685;19;10;16/1/2019;7408.7;1111.3;0;8520
10039;1010686;19;10;16/1/2019;3717.39;557.61;0;4275
10040;1116;441;10;16/1/2019;930.43;139.57;0;1070
10041;1010687;147;9;16/1/2019;31189.57;4678.43;0;35868
10042;1010688;147;9;16/1/2019;1017.39;152.61;0;1170
10043;1010689;221;9;16/1/2019;10478.26;1571.74;0;12050
10044;1010690;221;9;16/1/2019;3986.96;598.04;0;4585
10045;1117;381;10;16/1/2019;3391.3;0;0;0
10046;1118;381;10;16/1/2019;13495.65;0;0;0
10047;1010691;385;9;16/1/2019;10065.22;1509.78;0;11575
10048;1010692;45;9;16/1/2019;4173.91;626.09;0;4800
10049;1010693;356;2;16/1/2019;2326.09;348.91;0;2675
10050;1010694;202;2;16/1/2019;2630.43;394.57;0;3025
10051;1010695;202;2;16/1/2019;2731.83;409.77;0;3141.6
10052;1010696;202;2;16/1/2019;1111.48;166.72;0;1278.2
10053;1010697;202;2;16/1/2019;3539.13;530.87;0;4070
10054;1010698;202;2;16/1/2019;3323.91;498.59;0;3822.5
10055;1010699;398;2;17/1/2019;1730.43;259.57;0;1990
10056;1010700;398;2;17/1/2019;1043.48;156.52;0;1200
10057;1010701;398;2;17/1/2019;1043.48;0;0;0
10058;1119;411;10;17/1/2019;26652.17;3997.83;0;30650
10059;1010702;274;3;17/1/2019;5434.78;815.22;0;6250
10060;1010703;398;10;17/1/2019;1026.09;153.91;0;1180
10061;1010704;381;10;17/1/2019;4704.35;705.65;0;5410
10062;1120;94;10;17/1/2019;2782.61;417.39;0;3200
10063;1121;94;10;17/1/2019;4608.7;691.3;0;5300
10064;1010705;311;3;17/1/2019;13313.04;1996.96;0;15310
10065;1010706;311;3;17/1/2019;7365.22;1104.78;0;8470
10066;1010707;311;3;17/1/2019;1034.78;155.22;0;1190
10067;1122;237;10;17/1/2019;3391.3;508.7;0;3900
10068;1123;237;10;17/1/2019;12017.39;1802.61;0;13820
10069;1010708;37;9;17/1/2019;2504.35;0;0;0
10070;1124;365;10;17/1/2019;5217.39;0;0;0
10071;1125;359;10;17/1/2019;5217.39;782.61;0;6000
10072;1010709;37;9;17/1/2019;743.48;111.52;0;855
10073;1010710;37;9;17/1/2019;1956.52;293.48;0;2250
10074;1010711;120;3;17/1/2019;28434.78;4265.22;0;32700
10075;1010712;120;3;17/1/2019;15382.61;2307.39;0;17690
10076;1010713;135;9;18/1/2019;28119.13;4217.87;0;32337
10077;1010714;202;2;18/1/2019;5500;825;0;6325
10078;1010715;202;2;18/1/2019;5463.65;819.55;0;6283.2
10079;1010716;359;10;18/1/2019;4260.87;639.13;0;4900
10080;1010717;103;3;18/1/2019;3313.04;496.96;0;3810
10081;1126;399;9;18/1/2019;2169.57;0;0;0
10082;1127;94;10;18/1/2019;4608.7;691.3;0;5300
10083;1128;79;10;18/1/2019;10060.87;0;0;0
10084;1129;399;9;18/1/2019;2169.57;325.43;0;2495
10085;1130;399;9;18/1/2019;782.61;117.39;0;900
10086;1010718;256;10;18/1/2019;6200;930;0;7130
10087;1010719;256;10;18/1/2019;26313.04;3946.96;0;30260
10088;1010720;202;2;20/1/2019;6038.52;905.78;0;6944.3
10089;1010721;202;2;20/1/2019;704.3;105.65;0;809.95
10090;1010722;135;9;21/1/2019;2608.7;391.3;0;3000
10091;1131;57;3;21/1/2019;3130.43;469.57;0;3600
10092;1010723;110;3;21/1/2019;8264.35;1239.65;0;9504
10093;1010724;110;3;21/1/2019;5095.65;764.35;0;5860
10094;1132;431;10;21/1/2019;7895.65;1184.35;0;9080
10095;1133;431;10;21/1/2019;12313.04;1846.96;0;14160
10096;1010725;365;10;21/1/2019;4260.87;639.13;0;4900
10097;1010726;393;3;21/1/2019;14652.17;2197.83;0;16850
10098;1010727;393;3;21/1/2019;9808.7;1471.3;0;11280
10099;1134;26;10;21/1/2019;7773.91;0;0;0
10100;1135;26;10;21/1/2019;2608.7;391.3;0;3000
10101;1010728;393;3;21/1/2019;1565.22;234.78;0;1800
10102;1010729;45;9;21/1/2019;3921.74;588.26;0;4510
10103;1010730;45;9;21/1/2019;1000;150;0;1150
10104;1010731;110;3;21/1/2019;13849.57;2077.43;0;15927
10105;1010732;110;3;21/1/2019;1356.52;203.48;0;1560
10106;1010733;110;3;21/1/2019;24659.13;3698.87;0;28358
10107;1010734;110;3;21/1/2019;4043.48;606.52;0;4650
10108;1136;415;10;21/1/2019;15695.65;2354.35;0;18050
10109;1137;415;10;21/1/2019;6765.22;1014.78;0;7780
10110;1138;190;10;22/1/2019;5739.13;860.87;0;6600
10111;1139;190;10;22/1/2019;2382.61;357.39;0;2740
10112;1140;26;10;22/1/2019;2608.7;0;0;0
10113;1141;443;10;22/1/2019;6643.48;0;0;0
10114;1142;443;10;22/1/2019;2982.61;0;0;0
10115;1143;415;10;22/1/2019;1130.43;169.57;0;1300
10116;1144;26;10;22/1/2019;7773.91;1166.09;0;8940
10117;1145;443;10;22/1/2019;1043.48;0;0;0
10118;1147;433;10;22/1/2019;5521.74;828.26;0;6350
10119;1148;103;3;22/1/2019;2643.48;396.52;0;3040
10120;1010735;200;10;22/1/2019;1043.48;156.52;0;1200
10121;1010736;200;10;22/1/2019;3591.3;538.7;0;4130
10122;1010737;200;10;22/1/2019;2208.7;331.3;0;2540
10123;1010738;288;10;22/1/2019;1304.35;195.65;0;1500
10124;1010739;288;10;22/1/2019;17426.09;0;0;0
10125;1010740;294;9;22/1/2019;1913.04;286.96;0;2200
10126;1010741;294;9;22/1/2019;10158.26;1523.74;0;11682
10127;1010742;200;10;22/1/2019;426.09;63.91;0;490
10128;1010743;288;10;22/1/2019;16104.35;2415.65;0;18520
10129;1010744;202;2;23/1/2019;4945.22;741.78;0;5687
10130;1010745;202;2;23/1/2019;788.17;118.23;0;906.4
10131;1010746;369;10;23/1/2019;4521.74;678.26;0;5200
10132;1010747;369;10;23/1/2019;11639.13;1745.87;0;13385
10133;1149;364;10;23/1/2019;10756.52;1613.48;0;12370
10134;1150;328;9;23/1/2019;10286.96;1543.04;0;11830
10135;1151;234;9;23/1/2019;6208.7;0;0;0
10136;1152;234;9;23/1/2019;17630.43;0;0;0
10137;1010748;365;10;23/1/2019;5008.7;751.3;0;5760
10138;1153;73;3;23/1/2019;3826.09;573.91;0;4400
10139;1154;367;10;23/1/2019;10669.57;1600.43;0;12270
10140;1155;367;10;23/1/2019;5260.87;789.13;0;6050
10141;1010749;149;3;23/1/2019;3965.22;594.78;0;4560
10142;1010750;16;10;23/1/2019;17913.04;2686.96;0;20600
10143;1010751;416;3;24/1/2019;11595.65;1739.35;0;13335
10144;1156;360;10;24/1/2019;1356.52;203.48;0;1560
10145;1010752;202;2;24/1/2019;325.22;48.78;0;374
10146;1157;309;9;24/1/2019;4800;720;0;5520
10147;1158;362;10;24/1/2019;7973.91;1196.09;0;9170
10148;1159;362;10;24/1/2019;7930.43;1189.57;0;9120
10149;1010753;187;3;24/1/2019;5708.7;856.3;0;6565
10150;1010754;187;3;24/1/2019;817.39;122.61;0;940
10151;1010755;318;9;24/1/2019;31125.22;4668.78;0;35794
10152;1010756;318;9;24/1/2019;3703.48;555.52;0;4259
10153;1160;414;9;24/1/2019;5652.17;847.83;0;6500
10154;1010757;317;9;24/1/2019;10086.96;1513.04;0;11600
10155;1010758;317;9;24/1/2019;1982.61;297.39;0;2280
10156;1010759;363;10;25/1/2019;12643.48;1896.52;0;14540
10157;1010760;363;10;24/1/2019;7234.78;1085.22;0;8320
10158;1161;366;10;25/1/2019;7291.3;1093.7;0;8385
10159;1162;366;10;25/1/2019;1165.22;174.78;0;1340
10160;1010761;272;3;25/1/2019;14504.35;2175.65;0;16680
10161;1010762;100;3;25/1/2019;6613.04;991.96;0;7605
10162;1010763;100;3;25/1/2019;22542.61;3381.39;0;25924
10163;1010764;114;3;25/1/2019;10713.04;1606.96;0;12320
10164;1163;366;10;25/1/2019;1034.78;155.22;0;1190
10165;1165;278;9;25/1/2019;9704.35;1455.65;0;11160
10166;1166;278;9;25/1/2019;1721.74;258.26;0;1980
10167;1010765;432;9;25/1/2019;2069.57;310.43;0;2380
10168;1010766;288;10;25/1/2019;2191.3;328.7;0;2520
10169;1010767;382;3;25/1/2019;5695.65;854.35;0;6550
10170;1010768;382;3;25/1/2019;7200;1080;0;8280
10171;1010769;385;9;25/1/2019;7930.43;1189.57;0;9120
10172;1010770;100;3;25/1/2019;26735.65;4010.35;0;30746
10173;1010771;100;3;25/1/2019;9956.52;1493.48;0;11450
10174;1010772;100;3;25/1/2019;1304.35;195.65;0;1500
10175;1010773;100;9;25/1/2019;2000;300;0;2300
10176;1167;23;10;28/1/2019;6608.7;991.3;0;7600
10177;1010774;202;2;27/1/2019;602.61;90.39;0;693
10178;1010775;202;2;27/1/2019;1549.57;232.43;0;1782
10179;1010776;202;2;27/1/2019;1645.22;246.78;0;1892
10180;1010777;202;2;27/1/2019;9320.35;1398.05;0;10718.4
10181;1010778;202;2;27/1/2019;1361.13;204.17;0;1565.3
10182;1010779;202;2;27/1/2019;1262.61;189.39;0;1452
10183;1010780;202;2;27/1/2019;8333.22;1249.98;0;9583.2
10184;1010781;202;2;27/1/2019;9599.65;1439.95;0;11039.6
10185;1010782;202;2;27/1/2019;17415.39;2612.31;0;20027.7
10186;1010783;202;2;27/1/2019;2536.7;380.5;0;2917.2
10187;1010784;202;2;27/1/2019;2291.83;343.77;0;2635.6
10188;1010785;202;2;27/1/2019;845.57;126.83;0;972.4
